n_formigas,alfa,beta,taxa_evaporacao,simulacao,n_populacao,taxa_crossover,taxa_mutacao,tamanho_torneio,elit_pct
99,3.9563756138195716,2.953158699852059,0.29676773051166694,229,55,0.6484850144501474,0.006050363977415404,6,0.04263333360078406
40,2.421924811673954,6.451259801261715,0.44863379003010195,230,237,0.8037004716881332,0.25715958316984716,5,0.3596427875921855
83,4.981155594906769,4.783449194388304,0.12591000500264168,231,154,0.6224483724881364,0.22347117143010845,11,0.3241864639946904
57,3.8472590481754394,9.60255719177516,0.11392735943690105,232,213,0.76797887715944,0.1760998443767503,7,0.28809015044748315
77,1.5614978658051542,9.28633570423381,0.34018096094411787,233,294,0.5065390969574136,0.04535306180477514,3,0.19154125450607146
24,0.32167592663845423,6.735048823110929,0.18569798001876672,234,175,0.65207075015602,0.16063831747012072,6,0.12756289756903022
27,0.481608788846526,6.382934901258187,0.1674707665690666,235,159,0.8977048809775574,0.008922764412202812,4,0.09259832855824368
67,2.1342522551732674,5.210384571348885,0.5195159949205271,236,99,0.7142141281448571,0.026589628697933455,8,0.085516648263426
38,4.641098231032187,1.731607793187976,0.5841577125568527,237,181,0.7271524358607864,0.1397742052949667,12,0.029529861395418435
53,0.7059373214858908,7.3402223464514105,0.017523440221719266,238,82,0.5374405973506103,0.2697028834627918,3,0.3769385840697226
70,1.3536098550920257,8.686539828902731,0.31037608659112276,239,105,0.5058428327293212,0.015037474740283776,9,0.21925085641649034
15,1.5870634585456902,4.937584528760393,0.3678174500569523,240,101,0.8531116808315165,0.2947031778362715,3,0.15570610994768777
71,2.787970640884981,1.6018142065039713,0.5214558583268075,241,112,0.8973796364926039,0.14615143592254834,11,0.06998936889400109
89,1.6558380492780271,6.220421150275853,0.578663489642151,242,197,0.6581593766190176,0.15555414237731333,6,0.1578325375650741
76,4.239482185458577,8.575721338544861,0.2194322677985309,243,116,0.6388693554061369,0.25543163307963296,12,0.377491721295402
42,0.992207442802617,9.47510620307666,0.5760412037649704,244,260,0.6258741001525743,0.08383077145888583,4,0.07037356831563225
74,2.895937788898299,7.691213025177885,0.18865952902267696,245,169,0.6655150891444637,0.024031646550684366,13,0.2815312158592252
22,0.9730902914433511,1.9653254683054164,0.21445343201476177,246,233,0.8870120176238852,0.0418571724729964,11,0.3315762053231267
71,4.63288873729446,5.604927516393564,0.1574704370530788,247,239,0.8193656914699381,0.1418413540471254,10,0.33911436308426535
82,3.3399071605505704,4.8283956212951065,0.17475700523500054,248,85,0.8271172059361437,0.06617317978971837,11,0.17874612319003066
47,1.9168614224057057,6.697685950155162,0.17258158613427696,249,262,0.7434718411185611,0.20989177239404452,3,0.11785705215059919
66,0.5556886870143251,9.982059683514299,0.4434842711322811,250,266,0.7485558059730633,0.27113838291069825,12,0.1028281333516322
99,2.8515545159964715,8.909838729485362,0.308450127241007,251,59,0.8959570388174847,0.2918654020685667,14,0.04875121241431615
56,2.513774655781306,2.494703327948605,0.3101216976681812,252,50,0.7896982913940249,0.0324540573425286,4,0.16800132911539234
82,2.2390406127922415,6.070060438289837,0.4792861797395376,253,176,0.8266394940143256,0.09080281899931872,10,0.376569255616601
49,3.4273447006363407,2.5539155772152053,0.06417543105426292,254,103,0.6495318635225366,0.13080640975682986,9,0.13860253116949176
18,2.5556545629495915,2.3046377163405407,0.16313471671383062,255,133,0.7442477070555131,0.10278074249263351,4,0.1227487789557809
38,1.9534268687672782,3.4930737305515214,0.09405646585115761,256,166,0.841122716671022,0.005669014956267885,7,0.21056426753354898
80,4.861317846622424,8.866472179603006,0.42750386206175167,257,69,0.7550365322490533,0.2968705442988938,9,0.1952292922434044
15,2.5872246129998167,3.7849436296294328,0.5305453283043372,258,106,0.7102434032081877,0.22310122126212067,14,0.30337282630782864
14,1.8497552769981436,1.7882262911086497,0.21965822763909545,259,131,0.6585364986360733,0.07633368029298607,10,0.21386170767769497
43,1.8718000323256683,3.417039549025898,0.5149657738591957,260,229,0.7647621440927003,0.2282501812102758,10,0.29464436131539123
63,2.9485292993765815,3.2531003403549126,0.5417888832686161,261,190,0.5581749310357701,0.29557333813725795,8,0.022069284047230506
22,3.361799920470909,2.483219711374667,0.46030089066069896,262,286,0.6921610421883705,0.18489931570230253,11,0.34242179204359124
40,0.35359126615159187,4.188989357570367,0.5468236759459596,263,247,0.6184304398397819,0.04392630674257493,14,0.19798458320027063
100,3.0001205929684565,4.876448313100607,0.5724619054370639,264,83,0.8393749327944673,0.007192040268838177,5,0.1308591418651723
92,3.8671076402011715,7.6731212886854445,0.5352761792502664,265,137,0.754613697023857,0.1496983580673496,11,0.2210677135733016
22,4.213010703633853,4.138704037620753,0.019070967887420777,266,102,0.8090507757649767,0.20083047662681078,7,0.14513576467496603
81,3.275316970885611,2.265402914783527,0.17302559764475098,267,123,0.8326013638084615,0.03793905362287433,3,0.08321456803511115
50,3.2536396989139402,2.5581240314800975,0.3406299658077844,268,188,0.6579249562828939,0.07902171819170951,12,0.06625021442542044
27,0.41391390625276503,9.884314140614675,0.45171989275244445,269,191,0.571675614839104,0.09165547093459135,9,0.27120714228147286
55,0.32789986114514696,1.8673101774989662,0.5655828743524943,270,267,0.5310300082457335,0.04038900468964584,13,0.12915264036672855
57,4.912227908007248,5.230685129504514,0.10449243949740043,271,132,0.7408649132567252,0.06411468085962797,8,0.30765026629746606
66,4.92774954152368,6.132117994942942,0.427860071845742,272,247,0.6893918170224931,0.24406089728559555,11,0.36793464331994025
23,4.566563384246879,9.11583796351466,0.19074955667532803,273,218,0.7330493063968501,0.0721143855665491,15,0.0554153091211262
57,3.0044367387924593,4.522726347633135,0.1277581103909472,274,45,0.827514269438858,0.18205811290374627,11,0.10186234356877466
43,2.0805013255179112,8.768254870726352,0.07480105728339011,275,63,0.8452210720817082,0.22607850178155123,12,0.19241023315075648
23,4.601452963154206,7.634822402478873,0.14756488741892176,276,141,0.809739332212826,0.12693857727397762,9,0.20862838955145704
15,0.507805754084203,9.683958662494215,0.37261986307180767,277,288,0.8431856404455971,0.2038396197746132,8,0.05641651698961123
17,3.391856304966169,3.9506143277568015,0.4534305478037974,278,193,0.7405176811985482,0.24980947053999092,3,0.3839819541017163
87,4.8974287861661745,1.7381726096902028,0.020578912024411075,279,228,0.7536650097024848,0.055464748685324215,9,0.3776661169342692
55,1.5416253839279097,6.874564310629562,0.39474793905489125,280,32,0.6517860407388096,0.18392527654263638,4,0.2402411066794109
11,0.4865519604683347,6.590507236435683,0.3078459497357952,281,226,0.7427747531317185,0.031209374303591518,4,0.36312425460333086
21,2.6942942938500596,3.2994931046582776,0.5866151638797871,282,213,0.8056142507220434,0.18687171418395362,7,0.10411686244223944
60,1.9326389941729127,6.184005202816982,0.08108528895244496,283,180,0.6524096409838529,0.2901473536033449,4,0.25634922589728365
20,0.6844335678350533,1.5312100232960506,0.33136218743129886,284,117,0.7373817297223676,0.17563695132147603,11,0.09641127847254133
21,0.48991859306840424,6.6875372276089875,0.16418336398557817,285,59,0.7626068246442113,0.17476307884262945,6,0.19345536038817093
57,0.8017414270143056,8.948510919322462,0.5363854738359072,286,81,0.6771640987058996,0.2789767691744219,15,0.00622157084283191
46,2.66602442615702,4.332260612982997,0.4520271802340328,287,268,0.5705551115965624,0.03208944720534467,10,0.1199176720827948
88,3.1140241480042725,9.674704821735292,0.1445913494200012,288,187,0.5607125183095394,0.1936452732971136,13,0.12120912290803426
82,1.2066477249419325,3.974195439880534,0.19876016409668942,289,160,0.8163803529425,0.22735391945023867,14,0.2687219503035631
72,3.3584974581535882,1.3200731500627516,0.36059297191003764,290,198,0.7024350204814818,0.18853883433489171,9,0.3899192530993562
83,3.272003937728318,3.6655918541432544,0.04884087949933905,291,164,0.8521528844365978,0.053140758951242185,5,0.3214608396896974
30,1.6588820752292595,3.134591878510449,0.013222024357904129,292,60,0.5487096284168334,0.08026864753029724,7,0.16384867607105064
34,4.80844549522062,6.279449666338551,0.5476446994418972,293,179,0.8389838093231317,0.1559451573688707,5,0.20413872324599092
36,0.8705135883192756,4.892462392560483,0.28626734306711055,294,36,0.5462260961012764,0.23513140631920132,13,0.04433245078335492
32,1.146797268732913,1.2140272970516923,0.13790705618855334,295,227,0.5291248385683854,0.022167806291150245,13,0.31939218016075616
80,2.309317339294634,8.109226158849001,0.3113859880946369,296,120,0.7814253330042644,0.20610155553215112,14,0.0018088213677040677
91,3.2221667726482464,6.261413440388732,0.12977567081015728,297,270,0.7263732696981194,0.07602211301065512,12,0.00414495640790838
90,2.159697654854101,2.714961434435189,0.4027081782757487,298,282,0.7208074451594988,0.15975929847629622,4,0.18020977553070683
98,0.24711958133544085,4.070144269371033,0.42288654259936925,299,263,0.6948711145815625,0.22900554488109987,11,0.11222873205459645
53,4.075585237992434,8.728398247765256,0.5871765121728394,300,124,0.5132575083984814,0.09941068036713843,8,0.25013498816225355
46,4.673900547034397,2.000543077676451,0.16652078566467182,301,134,0.7232157652149973,0.19968872630353748,4,0.16087515081552517
69,4.793957650227985,6.961585973927895,0.37315314667538285,302,81,0.8577053707627538,0.1573620871606639,14,0.1629019184628876
57,3.1310485851721577,5.970178807131404,0.5511322992240518,303,33,0.5443205665345875,0.18311195250516474,6,0.07124212484525287
65,4.2631116895438,3.157563729146544,0.10645206810224613,304,117,0.6803557102965598,0.1377131860021432,9,0.3931209332070982
86,3.1744359338284687,7.581910128557413,0.40880101326555757,305,295,0.5269882434583895,0.16293515233018976,11,0.14411673697846294
93,3.2055598420196807,1.918949396520531,0.44090868844969516,306,89,0.7166569269473896,0.26805647852217396,3,0.2874906281191493
27,2.7661377065870645,9.014770396537413,0.24571910586355958,307,50,0.6599490895206684,0.03553492809242752,7,0.15357202734740927
55,3.127908515208302,8.162063395528342,0.40790439491815866,308,208,0.5800871155218928,0.04897560296131427,7,0.12022070374673176
94,0.12117031765487611,1.6460731693959696,0.2565614973873467,309,155,0.6971036987715143,0.11749175683157474,5,0.3014130061842286
88,2.577328603232067,6.056414755307442,0.2825005317052952,310,172,0.7955036291534343,0.15037446578723077,9,0.06349087826794167
72,0.4316300537023732,4.353753171821335,0.3515773904583943,311,95,0.6102244713192793,0.1688091106113488,10,0.3231056010949518
35,3.396402444831125,6.1785056343939235,0.1715388197243733,312,106,0.7524279986610581,0.19305062044416332,3,0.27685313108935733
63,4.015444633557495,4.626101520485409,0.49196663225578974,313,261,0.8865545934061081,0.08973306616003802,14,0.22168341940487696
36,4.198264110644079,8.990902279322114,0.13103709443242112,314,258,0.6747675383998304,0.11279525833336795,14,0.34220227418658616
26,1.9824829365946337,5.027265455258026,0.4879019604452037,315,186,0.5437727330594835,0.23743435118900866,5,0.1859565371586951
56,1.9306338016754883,6.901084569979561,0.33276029915575955,316,239,0.7852827980084162,0.2559456489398329,13,0.3948508351934452
16,4.711849664269321,7.451466929257074,0.31681260585509874,317,238,0.559874260822948,0.16757950150979717,8,0.05815748024072292
82,4.095981006826274,8.380262037443089,0.3372253679068819,318,65,0.5550621436453953,0.16903289946543554,6,0.25393208001049095
93,0.6410347117562558,1.49384752650507,0.239910559480417,319,226,0.6903768218621847,0.004215211943097223,5,0.04966635164319916
23,4.288993910952375,2.045204698543021,0.5624822946119847,320,55,0.6815232315354356,0.09864736132602626,15,0.04349411531575219
47,4.6892975200509035,7.854116328966814,0.43914644198253455,321,222,0.5711439778381242,0.1809966874156637,13,0.05390589744463375
78,2.285729379863681,1.8334765721842239,0.025145735148837313,322,148,0.7704141924455443,0.03532062071839615,7,0.2130269937627031
77,4.8012171222709,7.007843638796952,0.5907613354882081,323,90,0.7860896835654252,0.011768445197031253,9,0.34446594968356775
52,0.941228493821199,4.326888422748136,0.13957663025533976,324,154,0.6339982776897329,0.2692286497913833,8,0.2855845422760693
38,4.852186293101171,4.008491975780691,0.32660043294020197,325,107,0.6917924341430052,0.17525701777906652,5,0.07584190613849645
96,3.6154429051881842,1.5782001441177391,0.11191812080621623,326,157,0.6030513827166375,0.23034334907385728,9,0.125435980485234
84,3.3490552261878372,4.675623449238335,0.31935532088119495,327,280,0.5920552742328736,0.2974073242744296,15,0.19960680513138565
87,2.109266952533993,3.0484676373916155,0.4200948987636782,328,192,0.7686386582387004,0.11192299590968224,3,0.10250807390147887
84,2.1481773678856677,6.9126531220060885,0.11343855290465474,329,253,0.6607608848010218,0.03705953057829192,3,0.05872584989087901
42,3.0447699910576906,6.852308860348999,0.15876723425112918,330,210,0.8874842281169968,0.08556118186571225,13,0.36207891175788465
81,3.5767177885422496,9.522950742020488,0.060275876669628775,331,30,0.7570903462425246,0.07312358149496476,7,0.37002248065275856
99,4.961394058263066,4.722642454711978,0.19905660403272787,332,290,0.8935101242101817,0.009945998684847527,9,0.033585953275556135
80,1.9514131172683342,3.576025828869568,0.046287011617480694,333,53,0.6085442998638575,0.21156512841774847,8,0.2564330417642936
48,4.480769461827939,4.24032778079,0.4873951711481955,334,242,0.6632606476983756,0.13463170165596022,8,0.16005303058420697
25,3.7769880637979227,9.7670966731781,0.38265906627749513,335,32,0.7005524334475306,0.23347200993488978,11,0.3512876646581924
46,3.1683262817790245,7.8266641280377405,0.13710700831858808,336,106,0.7313086500137014,0.08086763317545582,10,0.07658901694797099
94,2.331424663990579,7.386175185529005,0.28590170922297015,337,200,0.7144717976224566,0.2646751941414903,6,0.16955286243963769
93,3.5098198444924247,3.5038472449742417,0.26261574705366963,338,174,0.5457988500252079,0.13034841692331206,13,0.28704195926498083
29,2.7053113965697917,2.918130991692987,0.46900585749023854,339,209,0.6872347384998612,0.11152598248395616,7,0.06932881125898198
39,1.327627988998061,3.612788859073794,0.35977359889691185,340,145,0.7279245879064503,0.10926143032242519,7,0.0029112654671065545
48,0.779254003361413,5.611431566996473,0.38993634394417503,341,221,0.8556063258940207,0.08929438479772824,15,0.33021042690494484
87,1.4988409706194867,2.987071062374305,0.31612762204403433,342,260,0.731962476870397,0.12227628752571083,7,0.11148637947578939
31,2.72471370871749,5.589128708656255,0.37465108132051955,343,206,0.5206468867348879,0.15930600643803294,14,0.267879471856935
71,4.050336048947718,1.4412302458920203,0.016442366184798385,344,44,0.7838652573824667,0.10961809114793533,13,0.03726816183636572
45,4.922230095474968,2.4522918900942994,0.5543168745883992,345,152,0.8023119368435391,0.11888642465682342,3,0.18420175796871954
92,1.055324095458564,4.559188593238397,0.5917438096318958,346,215,0.8474606896466155,0.2310404699304268,7,0.27064142550585407
44,1.2954020437786735,8.751647826967336,0.2883019587286488,347,191,0.884779647706182,0.058575088274686604,11,0.01325335646713853
18,1.4325789377460247,5.9055771330819,0.12455588931116522,348,140,0.8212457179316567,0.1586352225628706,7,0.09808829202257008
90,2.7800068607471458,7.985487631021057,0.058288102974125,349,191,0.7847077014778931,0.2684918453599507,14,0.18531599324797815
37,3.3736128501963942,9.463892966978056,0.5177556323521311,350,100,0.712502402110922,0.12104051612439136,5,0.2734201871035506
25,3.1964907258635513,8.875281229107745,0.02456671403080216,351,223,0.7867193860098431,0.11583358239149552,12,0.2826601745554192
91,2.2104983682209824,9.118320641245976,0.23650437122844206,352,257,0.67354358908002,0.2217082961256199,15,0.3516312409974003
79,3.4628315649174333,9.704529827387569,0.05367422045118294,353,204,0.5715323461170468,0.2408364683509601,3,0.11715195574795945
74,4.936577426478739,9.341857582688881,0.4538004847465515,354,269,0.6352040707723181,0.06567778269498928,8,0.26686909816176374
93,4.517136871584109,9.523909705813116,0.12801663574699843,355,172,0.8836902331181723,0.025910726397668206,14,0.2329446129888941
16,2.7142336018915887,5.090892365278884,0.1171520585402383,356,128,0.6201149001224955,0.13066578217446237,14,0.2638129390190199
96,4.664881616475746,2.736192220882739,0.2188143127096963,357,56,0.8860813713080788,0.16672178886559924,11,0.3851014591032867
30,1.8667142428246912,5.401623839603099,0.059198789604929566,358,144,0.8254679194817609,0.09999418503914823,8,0.09236890213322999
25,0.24622813562754436,8.927147621862883,0.5126943157456101,359,289,0.7690769338134484,0.2723350132907448,7,0.32683608135090675
44,4.816172797186189,7.057574407615239,0.4625434562893505,360,230,0.6961724664778463,0.14571304976584515,13,0.3489512551877383
89,2.206759323545625,1.1336175835071602,0.4247326361975654,361,187,0.5765505814521429,0.2696594760623347,8,0.08653009985744792
95,1.082114008397952,7.87678796083334,0.5123630408586204,362,125,0.7323703717789045,0.2674659483472757,9,0.01676531540654272
69,2.6323108504671135,8.777794747413935,0.4863555045439817,363,203,0.6706236149472808,0.22417712810704257,4,0.19926810003595005
50,1.663350668775672,5.78486889301819,0.11614655835546409,364,130,0.8164958313259262,0.02835823320499894,14,0.26015211224424817
88,0.9994545763281885,1.2434887571335798,0.2481367972047997,365,110,0.7858032749674349,0.2434414027385675,12,0.375304993945081
24,3.752751664208364,5.255354721066121,0.16557076686981748,366,133,0.6441937250245913,0.2659555225232382,9,0.2650025973678255
29,3.7227030183660443,7.152087162278719,0.03759509909442935,367,85,0.742815120004586,0.17086482706091974,11,0.029913233550877688
44,3.191072522096098,1.279569972773214,0.49427913688836844,368,49,0.8139997727482964,0.27167041630169986,9,0.18370661342288008
33,4.992661526258409,1.2293240536170127,0.49055016618028086,369,171,0.5157720068385624,0.24025371506237594,14,0.19193305400014235
16,4.343425407025135,5.243623474485965,0.11060801151736349,370,191,0.8750695046551344,0.1591075316022107,6,0.16489614277907746
77,0.5406725538019629,3.7936633903196535,0.4576754990143883,371,226,0.6788376832588343,0.252749937105206,9,0.06286010792343952
32,3.3827509160364526,4.060167516088724,0.3000032870033825,372,185,0.7943104217337624,0.17991393227593097,12,0.1110948514671361
39,2.459469750251159,9.900457022632832,0.06320489400780466,373,170,0.6512025909907417,0.18870291657387217,6,0.2737443891158941
73,4.854069390466888,6.91814647122842,0.3122936173208945,374,298,0.6452268266166186,0.07733884181180113,9,0.0504668651781354
58,0.26840777932992776,9.249870937286476,0.4367691075393239,375,212,0.5214240763830078,0.1938043136695464,4,0.34483755727569393
51,4.490593123883717,4.164661789106125,0.3448692017571666,376,266,0.5826923477997109,0.21860374497777985,10,0.25577568905017517
56,4.086121764657761,1.6953708421619584,0.5011987714159724,377,296,0.6625453318880334,0.1339775030932101,5,0.04746658002940866
64,4.682748501170373,4.7698196034773375,0.15030283563851654,378,279,0.5383491096152433,0.1424433863369913,6,0.17302148706456785
45,1.414438377979059,1.3789478090181897,0.10010917396652462,379,243,0.527296263559991,0.25693380566225493,5,0.1406734554170653
41,0.7617153713683391,4.7066101922078,0.17744337648046976,380,255,0.8605376508556069,0.060517490687810926,13,0.14757802600432096
89,2.6160059823652713,5.681054569905694,0.48037127784658934,381,259,0.7655913106177183,0.27244536236605915,11,0.24255737346592185
94,3.6026416152175056,5.2717808563162665,0.5896877410936089,382,190,0.7894228593915072,0.125978460857292,15,0.1412427790060987
34,3.3081601944595795,4.003225001164425,0.5456449070429858,383,241,0.8511285583297212,0.11162882874336134,5,0.08473998416870072
76,0.9197453618370316,8.739370615316709,0.34247613736995974,384,70,0.8609360055023052,0.23528255495332592,7,0.099618740648035
41,4.574934848368133,8.714664342134032,0.39146553802642936,385,263,0.728279891235143,0.02715683012700726,13,0.10551023364293013
60,3.9992203099510504,8.934752704947241,0.2765759502099135,386,63,0.759859115002574,0.16268657719568708,4,0.36462432859471766
19,2.881278905890165,7.873831655952271,0.3529364493815539,387,283,0.5173558383563303,0.1491670054692334,12,0.34051531767163223
92,3.1611632587822855,9.161821987022345,0.3637410951959368,388,190,0.5450099910223982,0.22361897821275373,10,0.3811829792729413
52,0.38239056307742936,7.126876024636415,0.4331697382610062,389,94,0.761418042239307,0.09347582090428361,5,0.04047023378292661
62,4.149860133921335,6.421213014189933,0.14577836835680205,390,122,0.6411194606723789,0.12512112812532983,9,0.36803001501091726
85,1.468993769224824,6.139991984801141,0.1876439211345322,391,145,0.8143951792547937,0.24277109421096696,11,0.15243763911247288
38,1.900941436183742,5.013269613996185,0.4731406747222903,392,285,0.5013798705977209,0.07797655315803438,10,0.0261544686976764
83,1.7096778587856805,3.4263337385092334,0.07515478126273809,393,196,0.7590330985560565,0.09552844740704367,13,0.00690409198937354
47,0.9632005960989398,9.297022086070639,0.5361471451769977,394,73,0.6397080876931824,0.15634530647321254,11,0.31299606785357725
55,1.1297455993506043,1.2520465820774123,0.4808949819103316,395,123,0.5560122165665098,0.11858006265763214,6,0.0947300770455068
28,4.616259695081114,5.199385045293916,0.011021829788155874,396,239,0.647014431085556,0.1263172294799057,11,0.07951390250072835
21,1.4624998537643858,8.043898232021395,0.15068136894868997,397,204,0.7058487197907961,0.07024448334517425,10,0.20655253575522547
80,0.6381679801285137,9.134243330231632,0.0677858122467225,398,265,0.5282968423963409,0.20409212202282423,7,0.1039397606851028
92,1.347525889918313,3.656492911971981,0.1960380156111131,399,99,0.8841303219230221,0.2536980792156753,9,0.21980987775284655
73,2.475640234991763,6.689692106186405,0.04347382009073447,400,114,0.871885951039834,0.10999948593674845,14,0.3473919712350954
59,3.1471137285170214,9.23790062246991,0.46912946041314174,401,275,0.7194214442031426,0.07951410745153197,8,0.0831536404538723
28,3.523746583919063,2.1793193300247475,0.26118388741284576,402,234,0.7926042939236677,0.16225750830960814,7,0.15412498642595607
65,0.5731806735931124,2.5817226872506325,0.5517522832590022,403,58,0.5506853624940344,0.08545806372285904,11,0.16183425849120225
62,3.8613462417303044,7.067483867880274,0.1845142857887046,404,144,0.711888145468359,0.13379038692318654,9,0.2618505127988471
44,4.3847012799259275,2.5030533000479287,0.27429719985720213,405,289,0.8775565332116784,0.04859586679341178,9,0.02461738107080238
21,0.1660573182518133,9.929710533371995,0.15980746521700573,406,257,0.8940758789778906,0.25848664870674215,8,0.2029625937630231
31,0.9489393285769135,1.4556561111243427,0.4665485865119193,407,238,0.6505939466492615,0.14329655062218033,13,0.1487598850406019
17,0.4017907609441166,5.522685246326747,0.20714152949348855,408,142,0.6548230382996766,0.1526933193538111,12,0.17929446237308466
62,1.2187170304228743,5.941153115456176,0.10061701237022243,409,152,0.8588849777660548,0.1537102934847701,13,0.05720759807545849
24,3.9713755998581437,3.8327871197169543,0.05440940900468131,410,138,0.8594220248955893,0.17143590366372652,11,0.21866548566782906
69,4.514420838812517,9.500785917348757,0.4824716681419203,411,117,0.743993507817463,0.11296424762054268,9,0.1378704394949123
47,0.528927242258732,7.8373951326324285,0.24140032433590075,412,76,0.5976087817016849,0.19005753694905728,9,0.16597931140333344
97,3.565266669034087,1.375605722146405,0.5774182607077237,413,136,0.86669367623469,0.2590487808280306,8,0.05503053795177977
40,3.3676383133293246,5.2845058146870665,0.19148279179908734,414,45,0.5941990348025477,0.2634086594544593,9,0.14699818190411842
58,3.83455131185251,2.38240724227608,0.34686928108144527,415,272,0.7030206990581785,0.012516153787928943,11,0.14664404421245097
24,3.492567673332255,9.137953852532455,0.10191554871079166,416,45,0.630809389173434,0.27954405501157326,12,0.19478757215997208
51,3.2465301141117444,2.73836457321345,0.14379567992338846,417,90,0.565119926627766,0.015995989519377633,10,0.09573007489903766
87,1.7421496246565356,2.770247797941353,0.5282448393351076,418,199,0.7090579128663516,0.10849534180438608,11,0.39381339629474466
86,1.2459713630332956,6.662972454809329,0.13983627823921296,419,225,0.7224589509123842,0.06972841481230764,8,0.37123996348874255
54,1.6119380085324453,2.9451098967512346,0.32061879999825715,420,103,0.8095844082489851,0.1543516199328077,5,0.009504613422513703
60,1.683579520875093,6.555255824244709,0.3673701656231315,421,68,0.8931476992746494,0.19265791673269375,9,0.08855738715983683
47,1.7158321412061261,7.250474125567177,0.3943818866158471,422,188,0.756114565356037,0.16680215761281886,8,0.1431348573795029
56,0.4067640009960154,3.92691797756695,0.29089123928729516,423,160,0.5813867000760673,0.025146626253511155,7,0.3803943501066093
48,4.08009103623326,2.2898982533270944,0.2409713766054252,424,166,0.5062941702888715,0.08368813193748295,8,0.17710390042068813
19,2.580403361932945,8.506354363429342,0.34705411656398216,425,295,0.789186876000201,0.1643161935563419,11,0.3114485516290262
96,0.9134774922017549,4.515831543931847,0.3270434481037735,426,200,0.8810643969037588,0.09680162283494077,7,0.15838991802114954
60,4.28956551914037,9.26115572958393,0.15843669880056463,427,252,0.5264973402290334,0.12000275707033466,13,0.24539831225778488
25,2.8671081485784207,2.4059098643442502,0.4097941579339596,428,240,0.5178741673723857,0.21486781816840872,14,0.21886229105696706
85,1.624470703801524,1.5012881167810364,0.016625586063012666,429,112,0.6050262603007099,0.01566993732956784,4,0.32787661615100094
75,0.832028822082944,6.250073673084461,0.35643053870863944,430,196,0.7467622633989441,0.007801719246251015,8,0.2159626916378703
83,1.7600212263333537,1.4255927397047028,0.09167752129018797,431,207,0.7919863282356288,0.22626894391516672,14,0.38535903589876347
51,1.770629471212131,1.0058655170488469,0.08559959086317272,432,251,0.5171608466879141,0.19881722284738773,11,0.3135830168188688
93,4.547257462446712,1.972493665410963,0.21705998036661847,433,238,0.578293914617555,0.009482179496369474,7,0.010848235306604927
67,4.038337698180707,8.633200520510616,0.03197981989241397,434,97,0.8084425027485135,0.09977220871055616,11,0.06739899518026594
81,4.557941968526887,9.608218365206632,0.3965802307332908,435,37,0.692697051074778,0.11384919620256118,12,0.1390592280227908
64,4.699969343104191,2.070755360798522,0.40296447597655444,436,138,0.6698346367022441,0.16565282629168476,7,0.0464120913684676
46,2.80168575426535,3.9363040474957454,0.39259634837796964,437,267,0.575212962789601,0.1293485590335509,6,0.166989415963746
70,1.5530972920184951,2.7852360470910673,0.23939109436451847,438,216,0.6220727090589491,0.17772475135524501,3,0.03762816041119713
62,3.452522413381026,6.000853927496932,0.4946386205148806,439,63,0.6737744550386114,0.10748368783359998,9,0.05176085758671753
31,1.4525355033851255,4.474873965811327,0.06255608047116545,440,160,0.6967729890742328,0.190646327108668,8,0.07613483021938523
86,0.9615712399338241,8.801094050528803,0.40760689917928333,441,296,0.6000251794277318,0.02133158142548558,12,0.02267069364625396
82,0.6778506077824943,9.082091592377157,0.14565630596681226,442,252,0.7565127750653463,0.1738672031954519,12,0.21155833940247884
88,3.7611464524816056,1.8767778380493136,0.059693093849304095,443,212,0.7478178591514226,0.26883824047525545,10,0.19043105694458162
100,1.4382773421553883,7.9062537922501175,0.07046194619518714,444,130,0.8415543923234662,0.23822111034368273,15,0.07707411302101386
74,1.1856077755162189,7.404885425593857,0.16076408505305437,445,101,0.8126190199060661,0.1489751514959798,13,0.09004064984642425
28,0.25779679852396686,1.5916536659679763,0.18513941638766115,446,133,0.6377178910362089,0.07497985329667951,12,0.38053850781096926
35,1.012173856256316,1.1860281883396204,0.5659652305769914,447,74,0.518537816242912,0.01377179363934935,6,0.11930059421324278
68,1.0404190511320675,1.9291147803533977,0.24522847737483636,448,214,0.8679454117783822,0.17030395170933213,6,0.38458513094066926
73,0.12602438288298046,3.403811830395401,0.5243059386668597,449,181,0.5947757477031242,0.18978933648577878,12,0.09344563148341473
11,2.0095798128421376,5.081011429728463,0.5494831014019139,450,210,0.5182952414501741,0.2941119142978703,8,0.2518618466427322
66,4.58534462278875,7.055784281870042,0.11992081112294384,451,79,0.6032912557836625,0.2416863396130956,6,0.01241351894985273
27,2.8357553182011377,4.797333365025352,0.38792636508297557,452,234,0.882436080969393,0.16626189821272308,5,0.2506283604514123
91,0.6532751137301483,4.435998688648929,0.07817983204723916,453,142,0.6016053152350207,0.13156248711265153,12,0.10657519633011488
100,1.0886383958227752,4.178532250808876,0.3418479790114137,454,218,0.5284993921758883,0.26654769690076147,11,0.39045225526924865
18,1.7391844756816495,1.2925072519712,0.489894365560266,455,254,0.5993550242682988,0.2019736289113681,3,0.36245237848548917
30,2.091890118351077,6.035242082157025,0.3901948217915187,456,176,0.7833775238812809,0.0023351192070607345,8,0.2689406409259187
74,1.6235479333561176,5.513358813053303,0.10706586096236842,457,63,0.6263247583087515,0.24139829291222403,14,0.04831825618191535
